date,store_id,product_id,category,quantity,revenue,is_holiday,is_promo
2026-07-11,Store-202,PROD-Y,Toys,26,909.74,false,false
2026-07-12,Store-201,PROD-X,Beauty,32,799.68,false,true
2026-07-12,Store-201,PROD-Y,Toys,12,419.88,false,false
2026-07-12,Store-202,PROD-X,Beauty,21,524.79,false,false
2026-07-12,Store-202,PROD-Y,Toys,13,454.87,false,false
2026-07-13,Store-201,PROD-X,Beauty,17,424.83,false,false
2026-07-13,Store-201,PROD-Y,Toys,11,384.89,false,false
2026-07-13,Store-202,PROD-X,Beauty,18,449.82,false,false
2026-07-13,Store-202,PROD-Y,Toys,10,349.9,false,false
2026-07-14,Store-201,PROD-X,Beauty,19,474.81,false,false
2026-07-14,Store-201,PROD-Y,Toys,17,594.83,false,false
2026-07-14,Store-202,PROD-X,Beauty,20,499.8,false,false
2026-07-14,Store-202,PROD-Y,Toys,8,279.92,false,false
2026-07-15,Store-201,PROD-X,Beauty,30,749.7,true,false
2026-07-15,Store-201,PROD-Y,Toys,36,1259.64,true,true
2026-07-15,Store-202,PROD-X,Beauty,51,1274.49,true,true
2026-07-15,Store-202,PROD-Y,Toys,25,874.75,true,false
2026-07-16,Store-201,PROD-X,Beauty,12,299.88,false,false
2026-07-16,Store-201,PROD-Y,Toys,15,524.85,false,false
2026-07-16,Store-202,PROD-X,Beauty,17,424.83,false,false
2026-07-16,Store-202,PROD-Y,Toys,14,489.86,false,false
2026-07-17,Store-201,PROD-X,Beauty,31,774.69,false,false
2026-07-17,Store-201,PROD-Y,Toys,24,839.76,false,false
2026-07-17,Store-202,PROD-X,Beauty,26,649.74,false,false
2026-07-17,Store-202,PROD-Y,Toys,21,734.79,false,false
2026-07-18,Store-201,PROD-X,Beauty,45,1124.55,false,true
2026-07-18,Store-201,PROD-Y,Toys,16,559.84,false,false
2026-07-18,Store-202,PROD-X,Beauty,28,699.72,false,false
2026-07-18,Store-202,PROD-Y,Toys,21,734.79,false,false
2026-07-19,Store-201,PROD-X,Beauty,20,499.8,false,false
2026-07-19,Store-201,PROD-Y,Toys,6,209.94,false,false
2026-07-19,Store-202,PROD-X,Beauty,22,549.78,false,false
2026-07-19,Store-202,PROD-Y,Toys,11,384.89,false,false
2026-07-20,Store-201,PROD-X,Beauty,21,524.79,false,false
2026-07-20,Store-201,PROD-Y,Toys,17,594.83,false,false
2026-07-20,Store-202,PROD-X,Beauty,21,524.79,false,false
2026-07-20,Store-202,PROD-Y,Toys,6,209.94,false,false
2026-07-21,Store-201,PROD-X,Beauty,17,424.83,false,false
2026-07-21,Store-201,PROD-Y,Toys,20,699.8,false,true
2026-07-21,Store-202,PROD-X,Beauty,16,399.84,false,false
2026-07-21,Store-202,PROD-Y,Toys,10,349.9,false,false
2026-07-22,Store-201,PROD-X,Beauty,21,524.79,false,false
2026-07-22,Store-201,PROD-Y,Toys,9,314.91,false,false
2026-07-22,Store-202,PROD-X,Beauty,18,449.82,false,false
2026-07-22,Store-202,PROD-Y,Toys,14,489.86,false,false
2026-07-23,Store-201,PROD-X,Beauty,17,424.83,false,false
2026-07-23,Store-201,PROD-Y,Toys,13,454.87,false,false
2026-07-23,Store-202,PROD-X,Beauty,15,374.85,false,false
2026-07-23,Store-202,PROD-Y,Toys,13,454.87,false,false
2026-07-24,Store-201,PROD-X,Beauty,33,824.67,false,false
2026-07-24,Store-201,PROD-Y,Toys,20,699.8,false,false
2026-07-24,Store-202,PROD-X,Beauty,33,824.67,false,false
2026-07-24,Store-202,PROD-Y,Toys,21,734.79,false,false
2026-07-25,Store-201,PROD-X,Beauty,48,1199.52,false,true
2026-07-25,Store-201,PROD-Y,Toys,20,699.8,false,false
2026-07-25,Store-202,PROD-X,Beauty,28,699.72,false,false
2026-07-25,Store-202,PROD-Y,Toys,20,699.8,false,false
2026-07-26,Store-201,PROD-X,Beauty,18,449.82,false,false
2026-07-26,Store-201,PROD-Y,Toys,11,384.89,false,false
2026-07-26,Store-202,PROD-X,Beauty,17,424.83,false,false
2026-07-26,Store-202,PROD-Y,Toys,17,594.83,false,false
2026-07-27,Store-201,PROD-X,Beauty,18,449.82,false,false
2026-07-27,Store-201,PROD-Y,Toys,7,244.93,false,false
2026-07-27,Store-202,PROD-X,Beauty,15,374.85,false,false
2026-07-27,Store-202,PROD-Y,Toys,12,419.88,false,false
2026-07-28,Store-201,PROD-X,Beauty,15,374.85,false,false
2026-07-28,Store-201,PROD-Y,Toys,12,419.88,false,false
2026-07-28,Store-202,PROD-X,Beauty,22,549.78,false,false
2026-07-28,Store-202,PROD-Y,Toys,8,279.92,false,false
2026-07-29,Store-201,PROD-X,Beauty,22,549.78,false,false
2026-07-29,Store-201,PROD-Y,Toys,11,384.89,false,false
2026-07-29,Store-202,PROD-X,Beauty,17,424.83,false,false
2026-07-29,Store-202,PROD-Y,Toys,13,454.87,false,false
2026-07-30,Store-201,PROD-X,Beauty,27,674.73,false,true
2026-07-30,Store-201,PROD-Y,Toys,9,314.91,false,false
2026-07-30,Store-202,PROD-X,Beauty,17,424.83,false,false
2026-07-30,Store-202,PROD-Y,Toys,9,314.91,false,false
2026-07-31,Store-201,PROD-X,Beauty,32,799.68,false,false
2026-07-31,Store-201,PROD-Y,Toys,21,734.79,false,false
2026-07-31,Store-202,PROD-X,Beauty,22,549.78,false,false
2026-07-31,Store-202,PROD-Y,Toys,22,769.78,false,false
2026-08-01,Store-201,PROD-X,Beauty,51,1274.49,true,false
2026-08-01,Store-201,PROD-Y,Toys,39,1364.61,true,false
2026-08-01,Store-202,PROD-X,Beauty,52,1299.48,true,false
2026-08-01,Store-202,PROD-Y,Toys,64,2239.36,true,true
2026-08-02,Store-201,PROD-X,Beauty,18,449.82,false,false
2026-08-02,Store-201,PROD-Y,Toys,13,454.87,false,false
2026-08-02,Store-202,PROD-X,Beauty,17,424.83,false,false
2026-08-02,Store-202,PROD-Y,Toys,13,454.87,false,false
2026-08-03,Store-201,PROD-X,Beauty,19,474.81,false,false
2026-08-03,Store-201,PROD-Y,Toys,12,419.88,false,false
2026-08-03,Store-202,PROD-X,Beauty,29,724.71,false,true
2026-08-03,Store-202,PROD-Y,Toys,11,384.89,false,false
2026-08-04,Store-201,PROD-X,Beauty,22,549.78,false,false
2026-08-04,Store-201,PROD-Y,Toys,10,349.9,false,false
2026-08-04,Store-202,PROD-X,Beauty,21,524.79,false,false
2026-08-04,Store-202,PROD-Y,Toys,11,384.89,false,false
2026-08-05,Store-201,PROD-X,Beauty,32,799.68,false,true
2026-08-05,Store-201,PROD-Y,Toys,14,489.86,false,false
2026-08-05,Store-202,PROD-X,Beauty,32,799.68,false,true
2026-08-05,Store-202,PROD-Y,Toys,11,384.89,false,false
2026-08-06,Store-201,PROD-X,Beauty,29,724.71,false,true
2026-08-06,Store-201,PROD-Y,Toys,12,419.88,false,false
2026-08-06,Store-202,PROD-X,Beauty,16,399.84,false,false
2026-08-06,Store-202,PROD-Y,Toys,15,524.85,false,false
2026-08-07,Store-201,PROD-X,Beauty,32,799.68,false,false
2026-08-07,Store-201,PROD-Y,Toys,23,804.77,false,false
2026-08-07,Store-202,PROD-X,Beauty,48,1199.52,false,true
2026-08-07,Store-202,PROD-Y,Toys,22,769.78,false,false
2026-08-08,Store-201,PROD-X,Beauty,29,724.71,false,false
2026-08-08,Store-201,PROD-Y,Toys,25,874.75,false,false
2026-08-08,Store-202,PROD-X,Beauty,31,774.69,false,false
2026-08-08,Store-202,PROD-Y,Toys,36,1259.64,false,true
2026-08-09,Store-201,PROD-X,Beauty,22,549.78,false,false
2026-08-09,Store-201,PROD-Y,Toys,13,454.87,false,false
2026-08-09,Store-202,PROD-X,Beauty,12,299.88,false,false
2026-08-09,Store-202,PROD-Y,Toys,21,734.79,false,true
2026-08-10,Store-201,PROD-X,Beauty,15,374.85,false,false
2026-08-10,Store-201,PROD-Y,Toys,14,489.86,false,false
2026-08-10,Store-202,PROD-X,Beauty,14,349.86,false,false
2026-08-10,Store-202,PROD-Y,Toys,12,419.88,false,false
2026-08-11,Store-201,PROD-X,Beauty,20,499.8,false,false
2026-08-11,Store-201,PROD-Y,Toys,9,314.91,false,false
2026-08-11,Store-202,PROD-X,Beauty,18,449.82,false,false
2026-08-11,Store-202,PROD-Y,Toys,13,454.87,false,false
2026-08-12,Store-201,PROD-X,Beauty,29,724.71,false,true
2026-08-12,Store-201,PROD-Y,Toys,11,384.89,false,false
2026-08-12,Store-202,PROD-X,Beauty,32,799.68,false,true
2026-08-12,Store-202,PROD-Y,Toys,8,279.92,false,false
2026-08-13,Store-201,PROD-X,Beauty,18,449.82,false,false
2026-08-13,Store-201,PROD-Y,Toys,15,524.85,false,false
2026-08-13,Store-202,PROD-X,Beauty,16,399.84,false,false
2026-08-13,Store-202,PROD-Y,Toys,13,454.87,false,false
2026-08-14,Store-201,PROD-X,Beauty,28,699.72,false,false
2026-08-14,Store-201,PROD-Y,Toys,20,699.8,false,false
2026-08-14,Store-202,PROD-X,Beauty,30,749.7,false,false
2026-08-14,Store-202,PROD-Y,Toys,21,734.79,false,false
2026-08-15,Store-201,PROD-X,Beauty,52,1299.48,true,false
2026-08-15,Store-201,PROD-Y,Toys,38,1329.62,true,false
2026-08-15,Store-202,PROD-X,Beauty,86,2149.14,true,true
2026-08-15,Store-202,PROD-Y,Toys,39,1364.61,true,false
2026-08-16,Store-201,PROD-X,Beauty,31,774.69,false,true
2026-08-16,Store-201,PROD-Y,Toys,13,454.87,false,false
2026-08-16,Store-202,PROD-X,Beauty,14,349.86,false,false
2026-08-16,Store-202,PROD-Y,Toys,12,419.88,false,false
2026-08-17,Store-201,PROD-X,Beauty,20,499.8,false,false
2026-08-17,Store-201,PROD-Y,Toys,11,384.89,false,false
2026-08-17,Store-202,PROD-X,Beauty,20,499.8,false,false
2026-08-17,Store-202,PROD-Y,Toys,16,559.84,false,false
2026-08-18,Store-201,PROD-X,Beauty,31,774.69,false,true
2026-08-18,Store-201,PROD-Y,Toys,8,279.92,false,false
2026-08-18,Store-202,PROD-X,Beauty,19,474.81,false,false
2026-08-18,Store-202,PROD-Y,Toys,11,384.89,false,false
2026-08-19,Store-201,PROD-X,Beauty,20,499.8,false,false
2026-08-19,Store-201,PROD-Y,Toys,9,314.91,false,false
2026-08-19,Store-202,PROD-X,Beauty,21,524.79,false,false
2026-08-19,Store-202,PROD-Y,Toys,10,349.9,false,false
2026-08-20,Store-201,PROD-X,Beauty,19,474.81,false,false
2026-08-20,Store-201,PROD-Y,Toys,13,454.87,false,false
2026-08-20,Store-202,PROD-X,Beauty,30,749.7,false,true
2026-08-20,Store-202,PROD-Y,Toys,10,349.9,false,false
2026-08-21,Store-201,PROD-X,Beauty,29,724.71,false,false
2026-08-21,Store-201,PROD-Y,Toys,31,1084.69,false,true
2026-08-21,Store-202,PROD-X,Beauty,30,749.7,false,false
2026-08-21,Store-202,PROD-Y,Toys,18,629.82,false,false
